,School Name,Coordinates,Address,School Type,latitude,longitude
166,جامع الشلوي,"'24.7256344', '46.8301147'","3543 عمير بن سعد, An Nasim Al Gharbi, Riyadh 14234",Mosque,24.7256344,46.8301147
167,Farouk Mosque,"'24.722766', '46.8327417'","PRFM+462, Abhor, An Nasim Al Gharbi, Riyadh 14234",Mosque,24.722766,46.8327417
168,Abu Bakar Al-Siddiq Mosque,"'24.6951446', '46.789484'","مسجد أبو بكر الصديق حي الروابي, Zamil Ibn Salim, Ar Rawabi, Riyadh 14214",Mosque,24.6951446,46.789484
169,جامع المبيريك,"'24.7010354', '46.7865017'","PQ2P+CP7, Ar Rawabi, Riyadh 14214",Mosque,24.7010354,46.7865017
170,جامع المبيريك,"'24.7010454', '46.7865016'","PQ2P+CP7, Ar Rawabi, Riyadh 14214",Mosque,24.7010454,46.7865016
171,Al Ghizzi Grand Mosque,"'24.7056966', '46.8028472'","As Salam, Riyadh 14224",Mosque,24.7056966,46.8028472
172,Al-Ihsan Mosque,"'24.7092203', '46.8004489'","PR52+M7Q, As Salam, Riyadh 14224",Mosque,24.7092203,46.8004489
173,Alezz Bin Abdulsalam grand Mosque,"'24.7017011', '46.8142571'","PR27+MRM, As Salam, Riyadh 14226",Mosque,24.7017011,46.8142571
174,دار الذكر مقابل جامع التوحيد في الشارع الخامس بحي الجزيرة بالرياض,"'24.6700703', '46.7932089'","MQCV+29H، شارع الخامس, Al Jazirah, Riyadh 14252",Mosque,24.6700703,46.7932089
175,مسجد ابن جبرين بالجزيرة,"'24.676224', '46.789761'","3277, Al Jazirah، 7029, Riyadh 14251",Mosque,24.676224,46.789761
176,Abdul Rahman Masjid,"'24.6764507', '46.7981999'","Al Jazirah، مسجد عبدالرحمن بن مهدي - حي الجزيرة تقاطع شارع 14 مع 7, Riyadh 14251",Mosque,24.6764507,46.7981999
177,Al-Tawheed Mosque,"'24.6701416', '46.7934342'","MQCV+3F4, 4th, Al Jazirah, Riyadh 14251",Mosque,24.6701416,46.7934342
178,جامع عكاشة بن محصن,"'24.670601', '46.8049942'","MRC4+64R, Harun Ar Rashid Service Rd, Al Fayha, Riyadh 14254",Mosque,24.670601,46.8049942
179,Shuaibi Mosque,"'24.6718937', '46.8088842'","جامع الشعيبي, Abi Amamah, Al Fayha, Riyadh 14254",Mosque,24.6718937,46.8088842
180,جامع الفيحاء,"'24.6871667', '46.8091357'","RQFA8131, 8131 قرن البير, 3336, Al Fayha, Riyadh 14253",Mosque,24.6871667,46.8091357
181,Zaid ibn Thabit Mosque,"'24.6849422', '46.8014915'","MRM2+XPC, Al Fayha, Riyadh 14253",Mosque,24.6849422,46.8014915
182,Taqwa Mosque,"'24.6852781', '46.8280274'","MRPH+487, Al Sofwan, As Saadah, Riyadh 14256",Mosque,24.6852781,46.8280274
183,Zaid ibn Thabit Mosque,"'24.6849422', '46.8014915'","MRM2+XPC, Al Fayha, Riyadh 14253",Mosque,24.6849422,46.8014915
